n_clusters,n_singletons,n_non_singletons,n_seq_non_singletons,i_subsample_step,curr_subsample_step,n_new_clusters,n_new_samples,n_new_clusters_per_sample,n_new_seq_non_singleton,n_new_seq_non_singleton_per_sample,n_new_clusters_non_singleton,n_new_clusters_non_singleton_per_sample,i_subsample
46206,37340,8866,27660,74,65000,582,1000,0.582,596,0.596,178,0.178,19
46786,37751,9035,28249,75,66000,580,1000,0.58,589,0.589,169,0.169,19
47386,38198,9188,28802,76,67000,600,1000,0.6,553,0.553,153,0.153,19
47924,38562,9362,29438,77,68000,538,1000,0.538,636,0.636,174,0.174,19
48498,38977,9521,30023,78,69000,574,1000,0.574,585,0.585,159,0.159,19
49032,39323,9709,30677,79,70000,534,1000,0.534,654,0.654,188,0.188,19
49592,39709,9883,31291,80,71000,560,1000,0.56,614,0.614,174,0.174,19
50124,40056,10068,31944,81,72000,532,1000,0.532,653,0.653,185,0.185,19
50688,40460,10228,32540,82,73000,564,1000,0.564,596,0.596,160,0.16,19
51241,40838,10403,33162,83,74000,553,1000,0.553,622,0.622,175,0.175,19
51820,41258,10562,33742,84,75000,579,1000,0.579,580,0.58,159,0.159,19
52362,41640,10722,34360,85,76000,542,1000,0.542,618,0.618,160,0.16,19
52896,41981,10915,35019,86,77000,534,1000,0.534,659,0.659,193,0.193,19
53425,42329,11096,35671,87,78000,529,1000,0.529,652,0.652,181,0.181,19
53972,42700,11272,36300,88,79000,547,1000,0.547,629,0.629,176,0.176,19
54508,43067,11441,36933,89,80000,536,1000,0.536,633,0.633,169,0.169,19
55061,43455,11606,37545,90,81000,553,1000,0.553,612,0.612,165,0.165,19
55614,43849,11765,38151,91,82000,553,1000,0.553,606,0.606,159,0.159,19
56113,44153,11960,38847,92,83000,499,1000,0.499,696,0.696,195,0.195,19
56647,44520,12127,39480,93,84000,534,1000,0.534,633,0.633,167,0.167,19
57144,44813,12331,40187,94,85000,497,1000,0.497,707,0.707,204,0.204,19
57661,45150,12511,40850,95,86000,517,1000,0.517,663,0.663,180,0.18,19
58201,45534,12667,41466,96,87000,540,1000,0.54,616,0.616,156,0.156,19
58686,45845,12841,42155,97,88000,485,1000,0.485,689,0.689,174,0.174,19
59241,46257,12984,42743,98,89000,555,1000,0.555,588,0.588,143,0.143,19
59761,46617,13144,43383,99,90000,520,1000,0.52,640,0.64,160,0.16,19
60287,46979,13308,44021,100,91000,526,1000,0.526,638,0.638,164,0.164,19
60804,47346,13458,44654,101,92000,517,1000,0.517,633,0.633,150,0.15,19
61300,47678,13622,45322,102,93000,496,1000,0.496,668,0.668,164,0.164,19
61785,47987,13798,46013,103,94000,485,1000,0.485,691,0.691,176,0.176,19
62300,48347,13953,46653,104,95000,515,1000,0.515,640,0.64,155,0.155,19
62841,48727,14114,47273,105,96000,541,1000,0.541,620,0.62,161,0.161,19
63340,49065,14275,47935,106,97000,499,1000,0.499,662,0.662,161,0.161,19
63861,49424,14437,48576,107,98000,521,1000,0.521,641,0.641,162,0.162,19
64381,49777,14604,49223,108,99000,520,1000,0.52,647,0.647,167,0.167,19
64854,50072,14782,49928,109,100000,473,1000,0.473,705,0.705,178,0.178,19
65365,50416,14949,50584,110,101000,511,1000,0.511,656,0.656,167,0.167,19
65837,50702,15135,51298,111,102000,472,1000,0.472,714,0.714,186,0.186,19
66350,51047,15303,51953,112,103000,513,1000,0.513,655,0.655,168,0.168,19
66840,51353,15487,52647,113,104000,490,1000,0.49,694,0.694,184,0.184,19
67317,51644,15673,53356,114,105000,477,1000,0.477,709,0.709,186,0.186,19
67829,51997,15832,54003,115,106000,512,1000,0.512,647,0.647,159,0.159,19
68344,52338,16006,54662,116,107000,515,1000,0.515,659,0.659,174,0.174,19
68812,52625,16187,55375,117,108000,468,1000,0.468,713,0.713,181,0.181,19
69303,52954,16349,56046,118,109000,491,1000,0.491,671,0.671,162,0.162,19
69797,53285,16512,56715,119,110000,494,1000,0.494,669,0.669,163,0.163,19
70298,53630,16668,57370,120,111000,501,1000,0.501,655,0.655,156,0.156,19
70776,53944,16832,58056,121,112000,478,1000,0.478,686,0.686,164,0.164,19
71267,54270,16997,58730,122,113000,491,1000,0.491,674,0.674,165,0.165,19
71732,54556,17176,59444,123,114000,465,1000,0.465,714,0.714,179,0.179,19
71869,54638,17231,59660,124,114298,137,298,0.4597315436241611,216,0.7248322147651006,55,0.18456375838926176,19
100,100,0,0,1,100,NA,NA,NA,NA,NA,NA,NA,20
200,200,0,0,2,200,100,100,1,0,0,0,0,20
300,300,0,0,3,300,100,100,1,0,0,0,0,20
397,394,3,6,4,400,97,100,0.97,6,0.06,3,0.03,20
496,492,4,8,5,500,99,100,0.99,2,0.02,1,0.01,20
594,588,6,12,6,600,98,100,0.98,4,0.04,2,0.02,20
692,684,8,16,7,700,98,100,0.98,4,0.04,2,0.02,20
790,780,10,20,8,800,98,100,0.98,4,0.04,2,0.02,20
890,880,10,20,9,900,100,100,1,0,0,0,0,20
988,976,12,24,10,1000,98,100,0.98,4,0.04,2,0.02,20
1936,1885,51,115,11,2000,948,1000,0.948,91,0.091,39,0.039,20
2867,2767,100,233,12,3000,931,1000,0.931,118,0.118,49,0.049,20
3788,3635,153,365,13,4000,921,1000,0.921,132,0.132,53,0.053,20
4665,4432,233,568,14,5000,877,1000,0.877,203,0.203,80,0.08,20
5559,5264,295,736,15,6000,894,1000,0.894,168,0.168,62,0.062,20
6460,6102,358,898,16,7000,901,1000,0.901,162,0.162,63,0.063,20
7330,6892,438,1108,17,8000,870,1000,0.87,210,0.21,80,0.08,20
8185,7649,536,1351,18,9000,855,1000,0.855,243,0.243,98,0.098,20
9042,8418,624,1582,19,10000,857,1000,0.857,231,0.231,88,0.088,20
9889,9180,709,1820,20,11000,847,1000,0.847,238,0.238,85,0.085,20
10689,9861,828,2139,21,12000,800,1000,0.8,319,0.319,119,0.119,20
11493,10551,942,2449,22,13000,804,1000,0.804,310,0.31,114,0.114,20
12282,11217,1065,2783,23,14000,789,1000,0.789,334,0.334,123,0.123,20
13077,11883,1194,3117,24,15000,795,1000,0.795,334,0.334,129,0.129,20
13882,12573,1309,3427,25,16000,805,1000,0.805,310,0.31,115,0.115,20
14661,13230,1431,3770,26,17000,779,1000,0.779,343,0.343,122,0.122,20
15427,13859,1568,4141,27,18000,766,1000,0.766,371,0.371,137,0.137,20
16202,14513,1689,4487,28,19000,775,1000,0.775,346,0.346,121,0.121,20
16946,15124,1822,4876,29,20000,744,1000,0.744,389,0.389,133,0.133,20
17691,15737,1954,5263,30,21000,745,1000,0.745,387,0.387,132,0.132,20
18447,16359,2088,5641,31,22000,756,1000,0.756,378,0.378,134,0.134,20
19185,16960,2225,6040,32,23000,738,1000,0.738,399,0.399,137,0.137,20
19920,17562,2358,6438,33,24000,735,1000,0.735,398,0.398,133,0.133,20
20666,18179,2487,6821,34,25000,746,1000,0.746,383,0.383,129,0.129,20
21407,18805,2602,7195,35,26000,741,1000,0.741,374,0.374,115,0.115,20
22106,19357,2749,7643,36,27000,699,1000,0.699,448,0.448,147,0.147,20
22831,19941,2890,8059,37,28000,725,1000,0.725,416,0.416,141,0.141,20
23538,20500,3038,8500,38,29000,707,1000,0.707,441,0.441,148,0.148,20
24226,21044,3182,8956,39,30000,688,1000,0.688,456,0.456,144,0.144,20
24949,21643,3306,9357,40,31000,723,1000,0.723,401,0.401,124,0.124,20
25639,22177,3462,9823,41,32000,690,1000,0.69,466,0.466,156,0.156,20
26318,22686,3632,10314,42,33000,679,1000,0.679,491,0.491,170,0.17,20
26981,23196,3785,10804,43,34000,663,1000,0.663,490,0.49,153,0.153,20
27645,23713,3932,11287,44,35000,664,1000,0.664,483,0.483,147,0.147,20
28313,24235,4078,11765,45,36000,668,1000,0.668,478,0.478,146,0.146,20
28973,24736,4237,12264,46,37000,660,1000,0.66,499,0.499,159,0.159,20
29610,25212,4398,12788,47,38000,637,1000,0.637,524,0.524,161,0.161,20
30241,25676,4565,13324,48,39000,631,1000,0.631,536,0.536,167,0.167,20
30901,26179,4722,13821,49,40000,660,1000,0.66,497,0.497,157,0.157,20
31566,26697,4869,14303,50,41000,665,1000,0.665,482,0.482,147,0.147,20
32228,27190,5038,14810,51,42000,662,1000,0.662,507,0.507,169,0.169,20
32882,27685,5197,15315,52,43000,654,1000,0.654,505,0.505,159,0.159,20
33505,28143,5362,15857,53,44000,623,1000,0.623,542,0.542,165,0.165,20
34134,28629,5505,16371,54,45000,629,1000,0.629,514,0.514,143,0.143,20
34811,29172,5639,16828,55,46000,677,1000,0.677,457,0.457,134,0.134,20
35440,29638,5802,17362,56,47000,629,1000,0.629,534,0.534,163,0.163,20
36095,30144,5951,17856,57,48000,655,1000,0.655,494,0.494,149,0.149,20
36691,30559,6132,18441,58,49000,596,1000,0.596,585,0.585,181,0.181,20
37299,30989,6310,19011,59,50000,608,1000,0.608,570,0.57,178,0.178,20
37884,31392,6492,19608,60,51000,585,1000,0.585,597,0.597,182,0.182,20
38506,31863,6643,20137,61,52000,622,1000,0.622,529,0.529,151,0.151,20
39113,32305,6808,20695,62,53000,607,1000,0.607,558,0.558,165,0.165,20
39714,32738,6976,21262,63,54000,601,1000,0.601,567,0.567,168,0.168,20
40304,33150,7154,21850,64,55000,590,1000,0.59,588,0.588,178,0.178,20
40909,33599,7310,22401,65,56000,605,1000,0.605,551,0.551,156,0.156,20
41519,34045,7474,22955,66,57000,610,1000,0.61,554,0.554,164,0.164,20
42107,34475,7632,23525,67,58000,588,1000,0.588,570,0.57,158,0.158,20
42690,34889,7801,24111,68,59000,583,1000,0.583,586,0.586,169,0.169,20
43301,35351,7950,24649,69,60000,611,1000,0.611,538,0.538,149,0.149,20
43881,35765,8116,25235,70,61000,580,1000,0.58,586,0.586,166,0.166,20
44479,36187,8292,25813,71,62000,598,1000,0.598,578,0.578,176,0.176,20
45056,36603,8453,26397,72,63000,577,1000,0.577,584,0.584,161,0.161,20
45622,36997,8625,27003,73,64000,566,1000,0.566,606,0.606,172,0.172,20
46215,37422,8793,27578,74,65000,593,1000,0.593,575,0.575,168,0.168,20
46777,37809,8968,28191,75,66000,562,1000,0.562,613,0.613,175,0.175,20
47325,38190,9135,28810,76,67000,548,1000,0.548,619,0.619,167,0.167,20
47888,38583,9305,29417,77,68000,563,1000,0.563,607,0.607,170,0.17,20
48457,38968,9489,30032,78,69000,569,1000,0.569,615,0.615,184,0.184,20
49036,39390,9646,30610,79,70000,579,1000,0.579,578,0.578,157,0.157,20
49588,39761,9827,31239,80,71000,552,1000,0.552,629,0.629,181,0.181,20
50175,40182,9993,31818,81,72000,587,1000,0.587,579,0.579,166,0.166,20
50741,40585,10156,32415,82,73000,566,1000,0.566,597,0.597,163,0.163,20
51299,40980,10319,33020,83,74000,558,1000,0.558,605,0.605,163,0.163,20
51842,41354,10488,33646,84,75000,543,1000,0.543,626,0.626,169,0.169,20
52377,41721,10656,34279,85,76000,535,1000,0.535,633,0.633,168,0.168,20
52918,42075,10843,34925,86,77000,541,1000,0.541,646,0.646,187,0.187,20
53458,42441,11017,35559,87,78000,540,1000,0.54,634,0.634,174,0.174,20
53979,42776,11203,36224,88,79000,521,1000,0.521,665,0.665,186,0.186,20
54518,43160,11358,36840,89,80000,539,1000,0.539,616,0.616,155,0.155,20
55053,43543,11510,37457,90,81000,535,1000,0.535,617,0.617,152,0.152,20
55596,43907,11689,38093,91,82000,543,1000,0.543,636,0.636,179,0.179,20
56118,44249,11869,38751,92,83000,522,1000,0.522,658,0.658,180,0.18,20
56650,44628,12022,39372,93,84000,532,1000,0.532,621,0.621,153,0.153,20
57201,45008,12193,39992,94,85000,551,1000,0.551,620,0.62,171,0.171,20
57716,45356,12360,40644,95,86000,515,1000,0.515,652,0.652,167,0.167,20
58246,45718,12528,41282,96,87000,530,1000,0.53,638,0.638,168,0.168,20
58754,46050,12704,41950,97,88000,508,1000,0.508,668,0.668,176,0.176,20
59266,46394,12872,42606,98,89000,512,1000,0.512,656,0.656,168,0.168,20
59799,46766,13033,43234,99,90000,533,1000,0.533,628,0.628,161,0.161,20
60296,47077,13219,43923,100,91000,497,1000,0.497,689,0.689,186,0.186,20
60810,47429,13381,44571,101,92000,514,1000,0.514,648,0.648,162,0.162,20
61320,47780,13540,45220,102,93000,510,1000,0.51,649,0.649,159,0.159,20
61825,48132,13693,45868,103,94000,505,1000,0.505,648,0.648,153,0.153,20
62310,48435,13875,46565,104,95000,485,1000,0.485,697,0.697,182,0.182,20
62834,48795,14039,47205,105,96000,524,1000,0.524,640,0.64,164,0.164,20
63352,49139,14213,47861,106,97000,518,1000,0.518,656,0.656,174,0.174,20
63842,49459,14383,48541,107,98000,490,1000,0.49,680,0.68,170,0.17,20
64328,49767,14561,49233,108,99000,486,1000,0.486,692,0.692,178,0.178,20
64846,50132,14714,49868,109,100000,518,1000,0.518,635,0.635,153,0.153,20
65356,50474,14882,50526,110,101000,510,1000,0.51,658,0.658,168,0.168,20
65842,50769,15073,51231,111,102000,486,1000,0.486,705,0.705,191,0.191,20
66357,51093,15264,51907,112,103000,515,1000,0.515,676,0.676,191,0.191,20
66859,51421,15438,52579,113,104000,502,1000,0.502,672,0.672,174,0.174,20
67361,51768,15593,53232,114,105000,502,1000,0.502,653,0.653,155,0.155,20
67860,52106,15754,53894,115,106000,499,1000,0.499,662,0.662,161,0.161,20
68332,52384,15948,54616,116,107000,472,1000,0.472,722,0.722,194,0.194,20
68825,52711,16114,55289,117,108000,493,1000,0.493,673,0.673,166,0.166,20
69340,53059,16281,55941,118,109000,515,1000,0.515,652,0.652,167,0.167,20
69804,53341,16463,56659,119,110000,464,1000,0.464,718,0.718,182,0.182,20
70272,53607,16665,57393,120,111000,468,1000,0.468,734,0.734,202,0.202,20
70755,53918,16837,58082,121,112000,483,1000,0.483,689,0.689,172,0.172,20
71232,54212,17020,58788,122,113000,477,1000,0.477,706,0.706,183,0.183,20
71739,54559,17180,59441,123,114000,507,1000,0.507,653,0.653,160,0.16,20
71869,54638,17231,59660,124,114298,130,298,0.436241610738255,219,0.7348993288590604,51,0.17114093959731544,20
99,98,1,2,1,100,NA,NA,NA,NA,NA,NA,NA,21
198,196,2,4,2,200,99,100,0.99,2,0.02,1,0.01,21
296,292,4,8,3,300,98,100,0.98,4,0.04,2,0.02,21
395,390,5,10,4,400,99,100,0.99,2,0.02,1,0.01,21
491,482,9,18,5,500,96,100,0.96,8,0.08,4,0.04,21
590,580,10,20,6,600,99,100,0.99,2,0.02,1,0.01,21
687,674,13,26,7,700,97,100,0.97,6,0.06,3,0.03,21
786,772,14,28,8,800,99,100,0.99,2,0.02,1,0.01,21
878,857,21,43,9,900,92,100,0.92,15,0.15,7,0.07,21
976,954,22,46,10,1000,98,100,0.98,3,0.03,1,0.01,21
1918,1856,62,144,11,2000,942,1000,0.942,98,0.098,40,0.04,21
2857,2758,99,242,12,3000,939,1000,0.939,98,0.098,37,0.037,21
3771,3611,160,389,13,4000,914,1000,0.914,147,0.147,61,0.061,21
4678,4456,222,544,14,5000,907,1000,0.907,155,0.155,62,0.062,21
5572,5285,287,715,15,6000,894,1000,0.894,171,0.171,65,0.065,21
6432,6053,379,947,16,7000,860,1000,0.86,232,0.232,92,0.092,21
7294,6832,462,1168,17,8000,862,1000,0.862,221,0.221,83,0.083,21
8128,7573,555,1427,18,9000,834,1000,0.834,259,0.259,93,0.093,21
8946,8291,655,1709,19,10000,818,1000,0.818,282,0.282,100,0.1,21
9771,9016,755,1984,20,11000,825,1000,0.825,275,0.275,100,0.1,21
10602,9748,854,2252,21,12000,831,1000,0.831,268,0.268,99,0.099,21
11408,10436,972,2564,22,13000,806,1000,0.806,312,0.312,118,0.118,21
12208,11113,1095,2887,23,14000,800,1000,0.8,323,0.323,123,0.123,21
12993,11786,1207,3214,24,15000,785,1000,0.785,327,0.327,112,0.112,21
13794,12473,1321,3527,25,16000,801,1000,0.801,313,0.313,114,0.114,21
14571,13116,1455,3884,26,17000,777,1000,0.777,357,0.357,134,0.134,21
15346,13746,1600,4254,27,18000,775,1000,0.775,370,0.37,145,0.145,21
16109,14384,1725,4616,28,19000,763,1000,0.763,362,0.362,125,0.125,21
16865,15001,1864,4999,29,20000,756,1000,0.756,383,0.383,139,0.139,21
17615,15621,1994,5379,30,21000,750,1000,0.75,380,0.38,130,0.13,21
18326,16176,2150,5824,31,22000,711,1000,0.711,445,0.445,156,0.156,21
19070,16788,2282,6212,32,23000,744,1000,0.744,388,0.388,132,0.132,21
19788,17355,2433,6645,33,24000,718,1000,0.718,433,0.433,151,0.151,21
20529,17966,2563,7034,34,25000,741,1000,0.741,389,0.389,130,0.13,21
21281,18597,2684,7403,35,26000,752,1000,0.752,369,0.369,121,0.121,21
22016,19198,2818,7802,36,27000,735,1000,0.735,399,0.399,134,0.134,21
22715,19743,2972,8257,37,28000,699,1000,0.699,455,0.455,154,0.154,21
23421,20301,3120,8699,38,29000,706,1000,0.706,442,0.442,148,0.148,21
24110,20833,3277,9167,39,30000,689,1000,0.689,468,0.468,157,0.157,21
24795,21362,3433,9638,40,31000,685,1000,0.685,471,0.471,156,0.156,21
25496,21925,3571,10075,41,32000,701,1000,0.701,437,0.437,138,0.138,21
26169,22448,3721,10552,42,33000,673,1000,0.673,477,0.477,150,0.15,21
26846,22978,3868,11022,43,34000,677,1000,0.677,470,0.47,147,0.147,21
27536,23519,4017,11481,44,35000,690,1000,0.69,459,0.459,149,0.149,21
28229,24079,4150,11921,45,36000,693,1000,0.693,440,0.44,133,0.133,21
28914,24620,4294,12380,46,37000,685,1000,0.685,459,0.459,144,0.144,21
29587,25140,4447,12860,47,38000,673,1000,0.673,480,0.48,153,0.153,21
30254,25657,4597,13343,48,39000,667,1000,0.667,483,0.483,150,0.15,21
30918,26169,4749,13831,49,40000,664,1000,0.664,488,0.488,152,0.152,21
31545,26636,4909,14364,50,41000,627,1000,0.627,533,0.533,160,0.16,21
32202,27131,5071,14869,51,42000,657,1000,0.657,505,0.505,162,0.162,21
32858,27624,5234,15376,52,43000,656,1000,0.656,507,0.507,163,0.163,21
33472,28062,5410,15938,53,44000,614,1000,0.614,562,0.562,176,0.176,21
34097,28530,5567,16470,54,45000,625,1000,0.625,532,0.532,157,0.157,21
34736,29018,5718,16982,55,46000,639,1000,0.639,512,0.512,151,0.151,21
35333,29454,5879,17546,56,47000,597,1000,0.597,564,0.564,161,0.161,21
35933,29879,6054,18121,57,48000,600,1000,0.6,575,0.575,175,0.175,21
36567,30370,6197,18630,58,49000,634,1000,0.634,509,0.509,143,0.143,21
37178,30827,6351,19173,59,50000,611,1000,0.611,543,0.543,154,0.154,21
37786,31268,6518,19732,60,51000,608,1000,0.608,559,0.559,167,0.167,21
38418,31753,6665,20247,61,52000,632,1000,0.632,515,0.515,147,0.147,21
39029,32206,6823,20794,62,53000,611,1000,0.611,547,0.547,158,0.158,21
39622,32635,6987,21365,63,54000,593,1000,0.593,571,0.571,164,0.164,21
40231,33087,7144,21913,64,55000,609,1000,0.609,548,0.548,157,0.157,21
40870,33588,7282,22412,65,56000,639,1000,0.639,499,0.499,138,0.138,21
41471,34015,7456,22985,66,57000,601,1000,0.601,573,0.573,174,0.174,21
42074,34449,7625,23551,67,58000,603,1000,0.603,566,0.566,169,0.169,21
42652,34844,7808,24156,68,59000,578,1000,0.578,605,0.605,183,0.183,21
43261,35301,7960,24699,69,60000,609,1000,0.609,543,0.543,152,0.152,21
43843,35696,8147,25304,70,61000,582,1000,0.582,605,0.605,187,0.187,21
44431,36116,8315,25884,71,62000,588,1000,0.588,580,0.58,168,0.168,21
45001,36508,8493,26492,72,63000,570,1000,0.57,608,0.608,178,0.178,21
45568,36907,8661,27093,73,64000,567,1000,0.567,601,0.601,168,0.168,21
46153,37322,8831,27678,74,65000,585,1000,0.585,585,0.585,170,0.17,21
46727,37736,8991,28264,75,66000,574,1000,0.574,586,0.586,160,0.16,21
47284,38126,9158,28874,76,67000,557,1000,0.557,610,0.61,167,0.167,21
47846,38504,9342,29496,77,68000,562,1000,0.562,622,0.622,184,0.184,21
48429,38930,9499,30070,78,69000,583,1000,0.583,574,0.574,157,0.157,21
49029,39374,9655,30626,79,70000,600,1000,0.6,556,0.556,156,0.156,21
49585,39767,9818,31233,80,71000,556,1000,0.556,607,0.607,163,0.163,21
50125,40127,9998,31873,81,72000,540,1000,0.54,640,0.64,180,0.18,21
50678,40499,10179,32501,82,73000,553,1000,0.553,628,0.628,181,0.181,21
51211,40844,10367,33156,83,74000,533,1000,0.533,655,0.655,188,0.188,21
51762,41222,10540,33778,84,75000,551,1000,0.551,622,0.622,173,0.173,21
52302,41585,10717,34415,85,76000,540,1000,0.54,637,0.637,177,0.177,21
52850,41961,10889,35039,86,77000,548,1000,0.548,624,0.624,172,0.172,21
53399,42334,11065,35666,87,78000,549,1000,0.549,627,0.627,176,0.176,21
53941,42714,11227,36286,88,79000,542,1000,0.542,620,0.62,162,0.162,21
54455,43039,11416,36961,89,80000,514,1000,0.514,675,0.675,189,0.189,21
54991,43400,11591,37600,90,81000,536,1000,0.536,639,0.639,175,0.175,21
55519,43762,11757,38238,91,82000,528,1000,0.528,638,0.638,166,0.166,21
56056,44123,11933,38877,92,83000,537,1000,0.537,639,0.639,176,0.176,21
56575,44479,12096,39521,93,84000,519,1000,0.519,644,0.644,163,0.163,21
57085,44811,12274,40189,94,85000,510,1000,0.51,668,0.668,178,0.178,21
57620,45178,12442,40822,95,86000,535,1000,0.535,633,0.633,168,0.168,21
58129,45510,12619,41490,96,87000,509,1000,0.509,668,0.668,177,0.177,21
58669,45887,12782,42113,97,88000,540,1000,0.54,623,0.623,163,0.163,21
59170,46218,12952,42782,98,89000,501,1000,0.501,669,0.669,170,0.17,21
59699,46586,13113,43414,99,90000,529,1000,0.529,632,0.632,161,0.161,21
60235,46970,13265,44030,100,91000,536,1000,0.536,616,0.616,152,0.152,21
60745,47309,13436,44691,101,92000,510,1000,0.51,661,0.661,171,0.171,21
61272,47659,13613,45341,102,93000,527,1000,0.527,650,0.65,177,0.177,21
61783,48004,13779,45996,103,94000,511,1000,0.511,655,0.655,166,0.166,21
62303,48355,13948,46645,104,95000,520,1000,0.52,649,0.649,169,0.169,21
62830,48709,14121,47291,105,96000,527,1000,0.527,646,0.646,173,0.173,21
63353,49048,14305,47952,106,97000,523,1000,0.523,661,0.661,184,0.184,21
63849,49382,14467,48618,107,98000,496,1000,0.496,666,0.666,162,0.162,21
64343,49707,14636,49293,108,99000,494,1000,0.494,675,0.675,169,0.169,21
64854,50058,14796,49942,109,100000,511,1000,0.511,649,0.649,160,0.16,21
65370,50396,14974,50604,110,101000,516,1000,0.516,662,0.662,178,0.178,21
65885,50751,15134,51249,111,102000,515,1000,0.515,645,0.645,160,0.16,21
66380,51089,15291,51911,112,103000,495,1000,0.495,662,0.662,157,0.157,21
66872,51410,15462,52590,113,104000,492,1000,0.492,679,0.679,171,0.171,21
67364,51719,15645,53281,114,105000,492,1000,0.492,691,0.691,183,0.183,21
67861,52038,15823,53962,115,106000,497,1000,0.497,681,0.681,178,0.178,21
68339,52349,15990,54651,116,107000,478,1000,0.478,689,0.689,167,0.167,21
68804,52618,16186,55382,117,108000,465,1000,0.465,731,0.731,196,0.196,21
69286,52939,16347,56061,118,109000,482,1000,0.482,679,0.679,161,0.161,21
69771,53257,16514,56743,119,110000,485,1000,0.485,682,0.682,167,0.167,21
70254,53579,16675,57421,120,111000,483,1000,0.483,678,0.678,161,0.161,21
70733,53902,16831,58098,121,112000,479,1000,0.479,677,0.677,156,0.156,21
71229,54225,17004,58775,122,113000,496,1000,0.496,677,0.677,173,0.173,21
71727,54556,17171,59444,123,114000,498,1000,0.498,669,0.669,167,0.167,21
71869,54638,17231,59660,124,114298,142,298,0.47651006711409394,216,0.7248322147651006,60,0.20134228187919462,21
100,100,0,0,1,100,NA,NA,NA,NA,NA,NA,NA,22
200,200,0,0,2,200,100,100,1,0,0,0,0,22
299,298,1,2,3,300,99,100,0.99,2,0.02,1,0.01,22
399,398,1,2,4,400,100,100,1,0,0,0,0,22
498,496,2,4,5,500,99,100,0.99,2,0.02,1,0.01,22
597,594,3,6,6,600,99,100,0.99,2,0.02,1,0.01,22
695,691,4,9,7,700,98,100,0.98,3,0.03,1,0.01,22
794,789,5,11,8,800,99,100,0.99,2,0.02,1,0.01,22
889,879,10,21,9,900,95,100,0.95,10,0.1,5,0.05,22
987,975,12,25,10,1000,98,100,0.98,4,0.04,2,0.02,22
1942,1894,48,106,11,2000,955,1000,0.955,81,0.081,36,0.036,22
2875,2778,97,222,12,3000,933,1000,0.933,116,0.116,49,0.049,22
3796,3641,155,359,13,4000,921,1000,0.921,137,0.137,58,0.058,22
